,Full_Name,Overall,Potential,Value(in_Euro),Positions_Played,Best_Position,Nationality,Age,Club_Name,Wage(in_Euro),Release_Clause,Defending_Total,Physicality_Total,Position_Category
17799,Simon Ebonog,53,77,300000,LM,RM,France,17,Le Havre AC,500,825000,25,40,Midfield
17800,Khalil Al Absi,53,64,210000,"LM,RM",RM,Saudi Arabia,21,Al Tai,4000,0,19,42,Midfield
17801,Connor Malley,53,63,210000,"CAM,CM",CAM,England,22,Rochdale,2000,410000,26,41,Midfield
17802,Connor Evans,53,64,200000,ST,ST,Wales,18,Crewe Alexandra,900,390000,29,48,Attack
17803,Andrea Sorrentino,53,68,190000,GK,GK,Italy,17,US Salernitana 1919,500,461000,29,51,Goalkeeper
17804,Djamal Moussadek,53,63,190000,CB,CB,France,20,Le Havre AC,800,371000,54,61,Defense
17805,Bader Al Huwaidi,53,61,200000,RB,RB,Saudi Arabia,20,Al Batin,2000,370000,50,62,Defense
17806,Eliezer Mayenda,53,79,375000,ST,ST,Spain,17,FC Sochaux-Montbéliard,500,1000000,18,52,Attack
17807,Mehdi Bariki,53,60,190000,RW,ST,France,22,Amiens SC,1000,371000,25,40,Attack
17808,Hussain Sibyani,53,63,200000,LB,LB,Saudi Arabia,21,Al Shabab,3000,380000,47,49,Defense
17809,Anthony Marcucci,53,60,160000,GK,GK,United States,22,New York Red Bulls,800,272000,22,51,Goalkeeper
17810,Hugo Ozée,53,61,200000,CB,CB,France,22,US Quevilly Rouen Métropole,750,390000,57,44,Defense
17811,Glenn McConnell,53,68,210000,"CAM,CM",CAM,England,17,Cambridge United,500,499000,42,49,Midfield
17812,Belmin Beganović,53,70,230000,"RM,LM",LM,Bosnia and Herzegovina,17,SV Ried,500,477000,27,45,Midfield
17813,Dylan Lobban,53,79,375000,CAM,CAM,Scotland,16,Aberdeen,500,1000000,38,42,Midfield
17814,Killian Corenthin,53,61,210000,CM,CDM,France,21,US Quevilly Rouen Métropole,750,410000,51,49,Other
17815,Liam Harvey,53,78,300000,ST,ST,Scotland,17,Aberdeen,500,825000,16,48,Attack
17816,Nawaf Al Suhaymi,53,54,110000,"CAM,CM,LW",RM,Saudi Arabia,27,Al Batin,2000,190000,34,47,Midfield
17817,Laurin Mack,53,67,190000,GK,GK,Germany,18,SC Freiburg II,500,394000,32,50,Goalkeeper
17818,Antonio Carrera,53,73,230000,GK,GK,United States,18,FC Dallas,500,575000,29,51,Goalkeeper
17819,Luke Mariette,53,73,250000,CM,CAM,Wales,18,Blackpool,750,713000,44,52,Midfield
17820,Sumit Rathi,53,66,220000,"LB,LWB,CB",CB,India,20,ATK Mohun Bagan FC,500,435000,49,67,Defense
17821,Tao Sako,53,66,210000,CB,CB,France,19,Chamois Niortais Football Club,550,499000,54,62,Defense
17822,Rudy Boulais,53,60,160000,GK,GK,France,20,US Quevilly Rouen Métropole,500,312000,29,52,Goalkeeper
17823,David Bendrik,53,70,230000,"RWB,CM,CB",CB,Sweden,19,Varbergs BoIS FC,500,431000,49,57,Defense
17824,Jonny Yull,53,70,230000,CAM,CAM,Australia,17,Adelaide United,500,431000,41,52,Midfield
17825,Tiberiu Coman,53,65,230000,ST,ST,Romania,20,CS Mioveni,800,357000,18,47,Attack
17826,Riyadh Al Ghamdi,53,61,210000,ST,ST,Saudi Arabia,22,Damac FC,3000,389000,31,53,Attack
17827,Alfons Nygaard,53,70,250000,ST,ST,Sweden,20,IFK Göteborg,750,469000,20,49,Attack
17828,Edoardo Piana,53,63,170000,GK,GK,Italy,18,Udinese Calcio,500,323000,24,52,Goalkeeper
17829,Cheng Qu,53,53,60000,"CF,RW,LW",ST,China PR,33,Wuhan Three Towns,3000,93000,20,52,Attack
17830,Saqer Al Enazi,53,60,180000,LB,LB,Saudi Arabia,23,Al Batin,2000,333000,47,58,Defense
17831,Semboi Haokip,53,53,90000,ST,ST,India,29,SC East Bengal FC,500,122000,21,61,Attack
17832,Haijian Wang,53,64,210000,CM,RB,China PR,21,Shanghai Shenhua FC,1000,368000,51,57,Defense
17833,Ulrik Syversen,53,68,210000,CB,CB,Norway,19,Aalesunds FK,500,394000,53,53,Defense
17834,Thabo Mokwena,53,62,200000,CB,CB,South Africa,22,Kaizer Chiefs,500,470000,54,64,Defense
17835,Jing Liu,53,57,120000,"RB,LB",CB,China PR,25,Hebei FC,1000,195000,51,59,Defense
17836,Ibrahim Al Ali,53,63,200000,LB,LB,Saudi Arabia,21,Al Tai,2000,370000,49,54,Defense
17837,Ayush Adhikari,53,64,210000,CM,CAM,India,21,Kerala Blasters FC,500,326000,50,54,Midfield
17838,Maksim Stjopin,53,68,220000,"CF,RW",CAM,Finland,19,FC Nordsjælland,1000,413000,15,35,Midfield
17839,Josh O'Brien,53,63,190000,"CB,CDM,CM",CB,Republic of Ireland,19,Salford City,1000,371000,51,64,Defense
17840,Sebastian Thangmuansang,53,60,180000,RB,RB,India,23,Odisha FC,500,279000,50,49,Defense
17841,Hoo Sung Oh,53,56,130000,"CAM,ST",CAM,Korea Republic,22,Daegu FC,1000,172000,40,42,Midfield
17842,Peder Klausen,53,68,190000,GK,GK,Norway,19,Odds BK,500,356000,32,50,Goalkeeper
17843,Sam Heal,53,64,190000,LB,LB,England,19,Bristol Rovers,850,371000,48,52,Defense
17844,Naveen Kumar,53,53,45000,GK,GK,India,32,SC East Bengal FC,500,0,29,53,Goalkeeper
17845,Ludvig Carlius,53,66,230000,CM,RM,Sweden,21,Mjällby AIF,500,431000,46,51,Midfield
17846,Shubham Sarangi,53,59,140000,"RB,RM",RB,India,22,Odisha FC,500,217000,49,61,Defense
17847,Ablikim Abdusalam,53,63,200000,LM,RM,China PR,19,Zhejiang Professional FC,950,350000,42,48,Midfield
17848,Téva Gardies,53,62,180000,GK,GK,France,21,Paris FC,750,360000,22,54,Goalkeeper
17849,Jóhannes K. Bjarnason,53,76,300000,CM,CAM,Iceland,17,IFK Norrköping,500,675000,44,50,Midfield
17850,Leny Meyer,53,76,300000,"LB,LM",LB,Switzerland,18,FC Luzern,600,735000,50,54,Defense
17851,Dong Han,53,66,230000,"LW,ST",RM,China PR,21,Henan Songshan Longmen FC,2000,500000,19,53,Midfield
17852,Ben Lloyd,53,70,230000,CAM,CAM,Wales,17,Swansea City,550,581000,30,41,Midfield
17853,Steven Sserwadda,53,67,220000,"CM,CDM",CAM,Uganda,19,New York Red Bulls,750,468000,44,54,Midfield
17854,Jack Hinchy,53,68,220000,CM,CM,England,19,Brighton & Hove Albion,5000,556000,47,52,Midfield
17855,Noureddine El Bahhar,53,69,240000,"CAM,CM",CAM,Egypt,18,Al Ittihad,2000,558000,30,50,Midfield
17856,Bela Dumrath,53,69,210000,GK,GK,Germany,18,FC St. Gallen 1879,500,436000,27,50,Goalkeeper
17857,Kayden Pierre,53,70,230000,RB,RB,United States,19,Sporting Kansas City,600,477000,45,52,Defense
17858,Jestin George,53,62,190000,CB,CB,India,24,NorthEast United FC,500,295000,51,69,Defense
17859,Yumiao Qian,53,59,140000,"RWB,RB",CB,China PR,24,Tianjin Jinmen Tiger FC,1000,245000,51,62,Defense
17860,Oliver Arblaster,53,71,240000,CM,CM,England,18,Sheffield United,1000,606000,44,58,Midfield
17861,Maurice Dehler,53,71,210000,GK,GK,Germany,18,FC Ingolstadt 04,500,436000,25,49,Goalkeeper
17862,Isaac Vanmalsawma,53,56,120000,"CM,LM,CDM",RM,India,25,Odisha FC,500,171000,47,61,Midfield
17863,Adam Zimarino,53,64,210000,"RM,LM",LM,Australia,20,Perth Glory,750,305000,32,55,Midfield
17864,Christian Torres,53,71,240000,"RW,ST",ST,Mexico,18,Los Angeles FC,550,510000,23,46,Attack
17865,Vebjørn Hagen,53,68,210000,LB,LB,Norway,19,Viking FK,500,394000,51,54,Defense
17866,Themi Antonoglou,53,64,200000,"LB,LM",LB,Canada,21,Toronto FC,850,340000,50,43,Defense
17867,Saul Shotton,53,67,220000,CB,CB,England,21,West Bromwich Albion,3000,556000,53,59,Defense
17868,Rayan Al Bloushi,53,65,230000,ST,ST,Saudi Arabia,21,Ettifaq FC,4000,426000,22,57,Attack
17869,Saad Al Nasser,53,65,230000,"LM,RM",ST,Saudi Arabia,21,Al Taawoun,4000,0,27,57,Attack
17870,Malek Al Darwish,53,62,210000,"RM,LM,LWB",LM,Saudi Arabia,22,Al Khaleej,2000,389000,36,46,Midfield
17871,Bo Jin,53,53,90000,"LM,LWB",RW,China PR,29,Guangzhou City,2000,140000,35,63,Attack
17872,Aaron Drewe,53,66,220000,"RWB,RB",RWB,England,21,Queens Park Rangers,3000,556000,50,50,Defense
17873,Almoatasim Siddiq,53,63,210000,"RM,LM",CAM,Saudi Arabia,20,Al Ittihad,4000,399000,23,38,Midfield
17874,Aakash Sangwan,53,54,100000,"LB,LM",LB,India,26,Chennaiyin FC,500,143000,49,57,Defense
17875,Jong Mu Han,53,68,220000,CM,CAM,Korea Republic,19,Jeju United FC,750,413000,40,51,Midfield
17876,Josh Chapman,53,64,170000,GK,GK,England,19,Rotherham United,800,349000,22,52,Goalkeeper
17877,Filippo Manfrin,53,70,210000,GK,GK,Italy,18,Cittadella,500,457000,25,52,Goalkeeper
17878,Jae Hun Cho,53,69,240000,"LW,RW",CAM,Korea Republic,19,Pohang Steelers,800,450000,23,36,Midfield
17879,James Pradic,53,75,275000,GK,GK,Wales,16,Preston North End,500,798000,30,53,Goalkeeper
17880,Linus Carlstrand,53,74,300000,ST,ST,Sweden,17,IFK Göteborg,500,675000,20,57,Attack
17881,Emil Kischka,53,68,220000,CM,CAM,Germany,20,Eintracht Braunschweig,2000,479000,39,50,Midfield
17882,Dylan Murugesapillai,53,70,240000,"CM,RWB",CAM,Norway,18,Lillestrøm SK,500,450000,52,53,Midfield
17883,Saikou Touray,53,62,210000,CM,CM,Gambia,22,Grenoble Foot 38,1000,410000,48,52,Midfield
17884,Niclas Holm Pedersen,53,67,230000,"LM,ST",LM,Denmark,20,Silkeborg IF,1000,431000,25,44,Midfield
17885,Saad Al Mousa,53,68,210000,CB,CB,Saudi Arabia,19,Ettifaq FC,2000,478000,52,59,Defense
17886,Yupeng He,53,63,200000,"RB,RM",RM,China PR,22,Dalian Professional Football Club,1000,350000,45,56,Midfield
17887,Julian Gaines,53,68,210000,RB,RB,United States,19,Los Angeles FC,600,446000,48,56,Defense
17888,Ji Yong Lee,53,62,210000,RM,RM,Korea Republic,23,Pohang Steelers,1000,305000,24,47,Midfield
17889,Lucas Hiemann,53,62,180000,GK,GK,Germany,23,FSV Zwickau,500,297000,26,50,Goalkeeper
17890,Sheng Liu,53,53,60000,CB,CB,China PR,32,Meizhou Hakka,1000,93000,53,66,Defense
17891,Yankuba Minteh,53,70,230000,RW,CAM,Gambia,17,Odense Boldklub,500,431000,23,36,Midfield
17892,Adrian Sæther,53,63,180000,GK,GK,Norway,21,Kristiansund BK,500,261000,23,51,Goalkeeper
17893,Abasa Aremeyaw,53,69,220000,CB,CB,Ghana,18,Philadelphia Union,500,468000,52,62,Defense
17894,Quaine Bartley,53,65,220000,ST,ST,England,18,AFC Wimbledon,900,429000,27,67,Attack
17895,David Edvardsson,53,68,220000,"CM,CDM",RM,Sweden,20,IFK Värnamo,1000,0,43,64,Midfield
17896,Abdulkareem Al Muzayil,53,62,200000,"RB,RM",RWB,Saudi Arabia,22,Al Batin,2000,370000,47,52,Defense
17897,Daniel Nkrumah,53,64,200000,ST,ST,England,18,Leyton Orient,1000,390000,17,56,Attack
17898,Jan Ciućka,53,71,240000,ST,ST,Poland,19,Górnik Zabrze,850,474000,17,51,Attack
17899,Valdemar Byskov,53,75,300000,"CAM,LW,RW",CAM,Denmark,17,FC Midtjylland,500,690000,37,41,Midfield
17900,Phrangki Buam,53,66,230000,"CAM,LM,RM",CAM,India,21,FC Goa,500,454000,27,41,Midfield
17901,Jingbin Wang,53,54,110000,"ST,LW",ST,China PR,27,Wuhan FC,2000,179000,24,64,Attack
17902,Elias Aarflot,53,70,240000,ST,ST,Norway,18,Tromsø IL,500,450000,19,49,Attack
17903,Daniel Bassi,53,73,250000,"LM,LWB",CAM,Norway,17,Tromsø IL,500,563000,44,40,Midfield
17904,Yeljan Shinar,53,62,200000,"RB,RWB",RB,China PR,23,Shenzhen FC,1000,350000,50,60,Defense
17905,Marius Broholm,53,71,230000,CM,CAM,Norway,17,Rosenborg BK,500,431000,51,48,Midfield
17906,Rory Jordan,53,62,210000,"CAM,LM",CAM,Australia,22,Newcastle Jets,500,305000,32,47,Midfield
17907,Marius Weidel,53,74,300000,ST,ST,Norway,17,Kristiansund BK,500,675000,24,48,Attack
17908,Joshua Tapia,53,64,170000,GK,GK,Chile,18,Unión La Calera,500,264000,21,53,Goalkeeper
17909,Hun Min Kim,53,61,200000,"RB,RWB",RB,Korea Republic,21,Seongnam FC,600,290000,49,52,Defense
17910,Liam Cross,53,65,220000,"CM,RM",CAM,England,19,Northampton Town,2000,429000,45,52,Midfield
17911,Jacob Carney,53,66,200000,GK,GK,England,21,Sunderland,1000,495000,32,50,Goalkeeper
17912,Luca Jaquez,53,72,230000,CB,CB,Switzerland,19,FC Luzern,1000,477000,54,55,Defense
17913,Sarthak Golui,53,58,130000,"CB,RB",CB,India,24,SC East Bengal FC,500,185000,51,70,Defense
17914,Mingmin Cai,53,67,230000,"CAM,LM,RM",CAM,China PR,21,Guangzhou FC,1000,500000,36,46,Midfield
17915,Max Murphy,53,65,220000,"RB,LWB",RB,Republic of Ireland,21,Bohemian FC,500,385000,49,50,Defense
17916,Lewis Walker,53,60,190000,ST,ST,England,24,Gillingham,2000,371000,24,51,Attack
17917,Koca Manu Agro,53,61,180000,GK,GK,France,20,FC Sochaux-Montbéliard,600,351000,23,53,Goalkeeper
17918,Devendra Murgaonkar,53,62,210000,"ST,LM",ST,India,23,FC Goa,500,326000,26,47,Attack
17919,Huidrom Singh,53,61,200000,"LB,RB",LB,India,22,Mumbai City FC,500,310000,50,46,Defense
17920,Noah Wagner,53,72,220000,CB,CB,Germany,17,SC Freiburg II,500,457000,54,54,Defense
17921,Alexandru Blidar,53,66,220000,"RM,LM",RM,Romania,19,FC U Craiova 1948,1000,435000,37,44,Midfield
17922,Jannik Horz,53,68,190000,GK,GK,Germany,19,Eintracht Frankfurt,1000,442000,24,51,Goalkeeper
17923,Alexandru Pătlăgică,53,68,210000,"RB,RM",RB,Romania,19,AFC UTA Arad,650,415000,47,52,Defense
17924,Johan Kenneryd,53,70,220000,CB,CB,Sweden,18,IFK Värnamo,500,413000,52,56,Defense
17925,Sumeet Passi,53,53,100000,"ST,LB",ST,India,27,SC East Bengal FC,500,135000,38,50,Attack
17926,Jacob Muir,53,64,190000,CB,CB,Australia,20,Perth Glory,650,276000,50,67,Defense
17927,Jack Newman,53,70,220000,GK,GK,Scotland,20,Dundee United,600,523000,23,52,Goalkeeper
17928,Daniel Paraschiv,53,64,170000,GK,GK,Romania,19,FC Voluntari,650,264000,21,53,Goalkeeper
17929,Christian Witzig,53,67,230000,CM,CAM,Switzerland,21,FC St. Gallen 1879,1000,477000,49,55,Midfield
17930,Jeppe Ørris Nielsen,53,71,210000,GK,GK,Denmark,18,Randers FC,500,394000,31,54,Goalkeeper
17931,Lara Sharma,53,62,180000,GK,GK,India,22,Bengaluru FC,500,279000,26,50,Goalkeeper
17932,Thomas Williams,53,73,240000,"CB,LB",CB,United States,17,Orlando City Soccer Club,500,600000,52,62,Defense
17933,Storm Strand-Kolbjørnsen,53,72,210000,GK,GK,Norway,18,Vålerenga Fotball,500,394000,32,51,Goalkeeper
17934,Isaiah Parente,53,61,210000,"CAM,CDM",CAM,United States,22,Columbus Crew,1000,357000,45,43,Midfield
17935,Jakub Lutostański,53,73,250000,"ST,CAM",ST,Poland,17,Śląsk Wrocław,500,588000,18,42,Attack
17936,Victor Göransson,53,62,210000,CM,RM,Sweden,21,Helsingborgs IF,500,305000,47,52,Midfield
17937,Rayan Al Qahtani,53,67,230000,"RW,ST",LM,Saudi Arabia,20,Damac FC,3000,523000,26,43,Midfield
17938,Eyram Viegbe,53,70,230000,CDM,CDM,France,18,Valenciennes FC,500,546000,49,49,Other
17939,André Picornell,53,71,210000,GK,GK,Sweden,18,Djurgårdens IF,500,394000,30,54,Goalkeeper
17940,Marinus Larsen,53,73,250000,"CM,CAM",CAM,Denmark,18,Brøndby IF,800,575000,40,49,Midfield
17941,Prasanth Karuthadathkuni,53,55,120000,RM,RM,India,25,Kerala Blasters FC,500,171000,26,53,Midfield
17942,Nathan Harness,53,65,200000,GK,GK,England,22,Charlton Athletic,1000,390000,21,50,Goalkeeper
17943,Pragyan Gogoi,53,62,200000,"CDM,CM",CDM,India,23,NorthEast United FC,500,310000,47,63,Other
17944,Joel Torrance,53,61,180000,GK,GK,England,20,Salford City,1000,351000,40,53,Goalkeeper
17945,Severin Ottiger,53,65,210000,RB,CB,Switzerland,19,FC Luzern,1000,347000,54,61,Defense
17946,Guobo Liu,53,62,210000,"ST,RM",ST,China PR,22,Beijing Guoan FC,3000,368000,40,62,Attack
17947,Mehdi Baaloudj,53,60,190000,ST,ST,Algeria,21,En Avant de Guingamp,1000,371000,19,42,Attack
17948,Kiyan Nassiri,53,62,210000,ST,ST,India,21,ATK Mohun Bagan FC,500,326000,21,46,Attack
17949,Daogang Yao,53,59,140000,"CDM,CM",CB,China PR,24,Hebei FC,1000,245000,56,61,Defense
17950,Thoiba Singh Moirangthem,53,63,190000,"CDM,CB",CB,India,19,Odisha FC,500,295000,51,65,Defense
17951,Jacob Slater,53,73,240000,"LWB,LB,CB",LWB,Republic of Ireland,17,Preston North End,500,696000,46,52,Defense
17952,Sidiki Camara,53,70,240000,CM,CAM,Switzerland,19,Servette FC,2000,498000,44,49,Midfield
17953,Ji won Park,53,68,230000,"RW,LW,RM",ST,Korea Republic,21,Seongnam FC,750,431000,23,49,Attack
17954,Scott Simons,53,62,170000,GK,GK,England,18,Carlisle United,500,332000,32,52,Goalkeeper
17955,Morgan Roberts,53,64,210000,"LM,CAM",LM,Wales,21,Swindon Town,2000,410000,34,49,Midfield
17956,Andreas Dithmer,53,76,275000,GK,GK,Denmark,16,F.C. København,500,633000,38,51,Goalkeeper
17957,Cameron Humphreys,53,68,220000,"CM,CAM,LWB",LM,England,18,Ipswich Town,750,523000,50,57,Midfield
17958,Evan Khouri,53,67,220000,"LM,CM",LM,England,19,Grimsby Town,950,523000,46,47,Midfield
17959,Noah Rupp,53,73,250000,"CM,CAM",CAM,Switzerland,18,FC Luzern,800,613000,41,48,Midfield
17960,Mücahit Serbest,53,68,190000,GK,GK,Turkey,17,İstanbulspor,500,489000,17,47,Goalkeeper
17961,Hampus Gustafsson,53,65,200000,GK,GK,Sweden,21,IFK Värnamo,500,290000,39,53,Goalkeeper
17962,Tim van Assema,53,68,210000,CB,CB,Sweden,20,IFK Göteborg,600,394000,53,54,Defense
17963,Scott van der Sluis,53,58,120000,GK,GK,Wales,21,Shelbourne FC,500,195000,27,52,Goalkeeper
17964,Curtis Davies,53,66,220000,"CAM,CM",RM,England,18,Mansfield Town,1000,523000,40,57,Midfield
17965,Shaowen Liang,53,70,230000,"CB,ST",CB,China PR,20,Beijing Guoan FC,2000,500000,51,63,Defense
17966,Babajide Adeeko,53,64,200000,CM,CAM,Republic of Ireland,19,Wigan Athletic,1000,410000,46,52,Midfield
17967,Jiamin Xu,53,56,90000,GK,GK,China PR,28,Tianjin Jinmen Tiger FC,1000,146000,36,49,Goalkeeper
17968,Federico Brancolini,53,65,200000,GK,GK,Italy,20,Lecce,1000,400000,25,55,Goalkeeper
17969,Rohan Luthra,53,70,220000,GK,GK,England,20,Cardiff City,2000,545000,24,53,Goalkeeper
17970,Didrik Hafstad,53,70,240000,ST,ST,Norway,18,Tromsø IL,500,450000,23,44,Attack
17971,Nando Toggenburger,53,71,240000,ST,ST,Switzerland,18,FC Luzern,1000,498000,21,49,Attack
17972,Ki Pyo Kwon,53,56,120000,RM,ST,Korea Republic,25,Pohang Steelers,1000,159000,27,48,Attack
17973,Magnus Isager,53,73,240000,CDM,CDM,Denmark,17,AC Horsens,500,540000,49,54,Other
17974,Anders Hartveit Ryste,53,75,300000,ST,ST,Norway,17,Odds BK,500,675000,21,53,Attack
17975,Kai Fotheringham,53,73,250000,CAM,CAM,Scotland,19,Dundee United,700,688000,38,44,Midfield
17976,Dylan Durivaux,53,60,180000,RB,RB,France,21,Chamois Niortais Football Club,750,351000,52,52,Defense
17977,James Carragher,53,65,210000,CB,CB,England,19,Wigan Athletic,850,431000,52,65,Defense
17978,Alessandro Circati,53,71,220000,CB,CB,Italy,18,Parma,500,490000,52,62,Defense
17979,Scott Smith,53,64,210000,"CM,CDM",CM,Wales,21,Wigan Athletic,1000,431000,46,57,Midfield
17980,Dong Xu,53,53,70000,LB,LB,China PR,31,Wuhan FC,2000,109000,52,61,Defense
17981,Antoine Gauthier,53,71,240000,CM,CAM,France,18,AS Saint-Étienne,500,582000,40,44,Midfield
17982,Gaoussou Samaké,53,58,130000,"LWB,LM",LWB,Côte d'Ivoire,24,D.C. United,1000,205000,48,53,Defense
17983,Erik Centeno,53,64,200000,RB,RB,United States,20,Atlanta United,850,340000,47,46,Defense
17984,Ollie Battersby,53,67,200000,GK,GK,England,20,Grimsby Town,800,475000,28,54,Goalkeeper
17985,Gyeong Jun Byun,53,68,230000,RW,ST,Korea Republic,20,Jeju United FC,1000,431000,25,48,Attack
17986,Joseph Gbode,53,67,220000,"ST,LW",ST,England,17,Gillingham,500,523000,18,65,Attack
17987,Hisham Al Farhan,53,58,140000,CM,CM,Saudi Arabia,24,Ettifaq FC,4000,242000,47,62,Midfield
17988,Charlie Finney,53,62,200000,CM,CAM,England,18,Crewe Alexandra,700,390000,43,44,Midfield
17989,Raphael Radtke,53,70,220000,GK,GK,Switzerland,20,FC Luzern,1000,457000,28,48,Goalkeeper
17990,Frederik Rahn,53,68,200000,LB,LB,Germany,17,SV Sandhausen,500,445000,48,52,Defense
17991,Angelo Bačić,53,70,240000,CM,CAM,Austria,18,Austria Lustenau,500,498000,44,50,Midfield
17992,Mehmet Albayrak,53,67,200000,CB,CB,Turkey,18,Demir Grup Sivasspor,700,525000,53,56,Defense
17993,Federico Giraudo,53,59,140000,"RB,LB",CB,Italy,23,Urbs Reggina 1914,500,245000,54,69,Defense
17994,Keita Suzuki,53,58,130000,"LWB,LM",LWB,Japan,24,Daegu FC,1000,172000,51,52,Defense
17995,Szymon Weirauch,53,73,230000,GK,GK,Poland,18,Zagłębie Lubin,500,541000,32,52,Goalkeeper
17996,Gabriel Kirejczyk,53,68,220000,ST,ST,Poland,19,Piast Gliwice,1000,435000,26,69,Attack
17997,Joel Tabiner,53,69,240000,"CM,RW",CAM,England,18,Crewe Alexandra,700,570000,45,47,Midfield
17998,Emmanuel Fernandez,53,69,230000,CB,CB,England,20,Peterborough United,1000,546000,55,62,Defense
17999,Ben Bottomley,53,64,170000,GK,GK,England,19,Doncaster Rovers,900,332000,24,52,Goalkeeper
18000,Gustav Mortensen,53,70,230000,LWB,LWB,Denmark,18,Lyngby BK,500,431000,47,51,Defense
18001,Taoyu Piao,53,53,90000,"CM,RM",RM,China PR,29,Tianjin Jinmen Tiger FC,2000,140000,41,53,Midfield
18002,Will Richmond,53,60,190000,LM,RM,United States,22,San Jose Earthquakes,1000,323000,24,50,Midfield
18003,Atem Dor Jok,53,62,210000,ST,ST,Australia,21,Central Coast Mariners,500,305000,19,55,Attack
18004,Joe Whitworth,53,76,275000,GK,GK,England,18,Crystal Palace,600,798000,24,42,Goalkeeper
18005,Harvey Bunker,53,62,200000,CM,CAM,England,19,Forest Green Rovers,1000,390000,50,59,Midfield
18006,Joel Cotterill,53,68,210000,CM,CM,Wales,17,Swansea City,550,530000,47,54,Midfield
18007,Nelson Quiñónes,53,66,220000,"LW,RW",CAM,Colombia,19,Houston Dynamo,850,457000,33,43,Midfield
18008,Noé Lebreton,53,73,250000,"CDM,CM",RB,France,18,Stade Malherbe Caen,500,688000,50,55,Defense
18009,Cody Johnson,53,67,210000,CM,CAM,England,17,Stockport County,500,499000,47,55,Midfield
18010,Owen Wolff,53,75,300000,"RM,CM",RM,United States,17,Austin FC,500,750000,28,42,Midfield
18011,Dalibor Markovic,53,61,200000,LB,LB,Australia,20,Western United FC,500,290000,49,56,Defense
18012,Taher Al Hajji,53,61,180000,GK,GK,Saudi Arabia,23,Al Khaleej,1000,333000,36,51,Goalkeeper
18013,George Marks,53,61,180000,GK,GK,United States,22,Charlotte FC,800,297000,27,51,Goalkeeper
18014,José Ardila,53,73,250000,CM,CAM,Venezuela,16,Estudiantes de Mérida,500,788000,38,50,Midfield
18015,Matteo Arena,53,63,190000,CB,CB,Italy,23,SPAL,550,333000,52,64,Defense
18016,Hazim Al Zahrani,53,60,180000,"LWB,LB",LWB,Saudi Arabia,23,Al Khaleej,4000,0,49,51,Defense
18017,Luca Sonzogni,53,68,190000,GK,GK,Italy,17,Brescia,500,413000,38,51,Goalkeeper
18018,Andrei Jercălău,53,72,210000,GK,GK,Romania,17,Petrolul Ploiești,500,415000,21,47,Goalkeeper
18019,Michael Wyparło,53,68,210000,CDM,CB,Poland,18,PGE FKS Stal Mielec,500,415000,51,62,Defense
18020,Jaime Siaj,53,56,120000,"ST,LW",ST,Jordan,26,Finn Harps,500,195000,19,61,Attack
18021,Tega Ikoba,53,69,240000,ST,ST,United States,18,Portland Timbers,550,510000,21,62,Attack
18022,Aidomo Emakhu,53,74,300000,ST,ST,Republic of Ireland,18,Shamrock Rovers,500,765000,17,48,Attack
18023,Magnus Nielsen,53,73,230000,GK,GK,Denmark,17,Odense Boldklub,500,518000,28,52,Goalkeeper
18024,Anton Sorenson,53,65,210000,LB,LB,United States,19,Philadelphia Union,600,357000,50,48,Defense
18025,Alexandru Crivac,53,69,230000,"CDM,CM",CDM,Romania,20,Rapid București,1000,454000,53,51,Other
18026,Denechandra Meitei,53,53,80000,LB,LB,India,28,Odisha FC,500,0,48,59,Defense
18027,Halik Abraham,52,65,200000,"CM,CDM",RM,China PR,21,Shanghai Port FC,2000,435000,44,58,Midfield
18028,Robert Jones,52,53,100000,ST,ST,Scotland,26,Finn Harps,500,163000,25,72,Attack
18029,Parag Shrivas,52,56,100000,"RB,CB,LB",RB,India,25,Bengaluru FC,500,143000,48,63,Defense
18030,Sadat Anaku,52,60,180000,ST,ST,Uganda,21,Dundee United,1000,351000,18,45,Attack
18031,David Sala,52,72,210000,CDM,CDM,Romania,17,Universitatea Craiova,500,494000,47,53,Other
18032,Conor Brann,52,69,180000,GK,GK,Republic of Ireland,19,Swindon Town,750,428000,33,52,Goalkeeper
18033,José Aguilar Martinez,52,66,200000,CM,CAM,Spain,21,FC Sion,3000,415000,50,43,Midfield
18034,Alexandru Utiu,52,67,160000,GK,GK,Romania,18,AFC Hermannstadt,500,316000,26,50,Goalkeeper
18035,Sam Tickle,52,66,170000,GK,GK,England,20,Wigan Athletic,850,421000,24,52,Goalkeeper
18036,Gustav Lillienberg,52,70,180000,GK,GK,Sweden,18,IFK Göteborg,500,338000,37,53,Goalkeeper
18037,Jack Karadogan,52,66,180000,CM,CAM,Wales,18,Newport County,850,428000,43,53,Midfield
18038,Attilio Morosoli,52,70,170000,GK,GK,Switzerland,17,FC Lugano,500,353000,29,50,Goalkeeper
18039,Kristoffer Paulsen,52,74,240000,CB,CB,Norway,18,Viking FK,500,540000,55,52,Defense
18040,Mamadou Jobe,52,63,160000,CB,CB,England,19,Cambridge United,650,312000,51,61,Defense
18041,Oliver Tipton,52,67,170000,CB,CB,England,18,Wolverhampton Wanderers,2000,429000,52,55,Defense
18042,Ryun Seong Kim,52,66,180000,LB,LB,Korea Republic,20,Sangju Sangmu FC,800,0,46,48,Defense
